|node|,|area|,|name|,|grade|,|stars|,|latitude|,|longitude|,|tags|
|2712|,|Dark Castle|,|Rambandit Tunnel|,|V?|,|1|,|-43.226566509819|,|171.716879904270|,||,|Get Reborn.|
|2713|,|Dark Castle|,|Rambandit Crack|,|V5|,|0|,|-43.226564555425|,|171.716893315320|,|[Highball,Crack]|,|The long crack running up about Rambandit Tunnel|
|2714|,|Quantum Field|,|Chipped Dyno|,|V3|,|0|,|-43.230185941276|,|171.714331805710|,|[Dyno,Polished,Chipped]|,|Dyno off the obvious chipped hold to big pocket.|
|2715|,|Quantum Field|,|The Classic|,|V5|,|2|,|-43.229842000000|,|171.714063600000|,|[Layback]|,g
|2716|,|Quantum Field|,|Captain Gamtard|,|V5|,|1|,|-43.228700700000|,|171.715943800000|,|[JA,2015,Undercling]|,|Start with hands high on underclings and poc, hike up the feet and power your way up. The dab police are always watching you on the wall directly behind.|
|2717|,|Wuthering Heights|,|Bayliss Problem|,|V5|,|1|,|-43.221330500000|,|171.713645200000|,|[Slopers]|,|Castle Hill weirdness. Bulge with cleaned patches.|
|2718|,|Wuthering Heights|,|Fryer Tuck|,|V4|,|0|,|-43.221467300000|,|171.713897300000|,||,|Sit start on jugs|
|2719|,|Wuthering Heights|,|Cannon Fodder|,|V4|,|0|,|-43.223462900000|,|171.711091700000|,|[Pockets,Smears,Slab]|,|Stand start the faint corner slab, reach high to pocket and step on to high feet to the lip|
|2720|,|Wuthering Heights|,|Not For Poison|,|V1|,|0|,|-43.223445300000|,|171.711140000000|,|[Arete]|,|Left leaning arete|
|2721|,|Flock Hill|,|One and Done|,|V3|,|1|,|-43.184659665449|,|171.747127175330|,|[DT,2006,Dyno]|,|Start with left hand on the arete and right hand down low by the horizontal crack. Dyno rightwards into the big hole|
|2722|,|Flock Hill|,|Verbal Herman Munster|,|V7|,|0|,|-43.184002534029|,|171.748395860200|,|[MC,2015,Dyno]|,|Sit start with right hand on mini crimp and left on odd sloper. Dyno up to good edge then top out via Ahab.|
|2723|,|Dry Valley|,|Lysdexia|,|V5|,|0|,|-43.195994069024|,|171.750603318210|,||,|Sloper traverse left to arete|
|2724|,|Dry Valley|,|Lysdexia Direct|,|V6|,|0|,|-43.195913898613|,|171.750581860540|,||,|Direct start to Lysdexia, pull on crimps to gain sloper and top.|
|2729|,|Spittle Hill|,|Yardage|,|V7|,|1|,|-43.231970200000|,|171.716397100000|,|[DT]|,|Climb the center of the face. Has one good hold.|
|2730|,|Spittle Hill|,|Seb's highball|,|V7|,|1|,|-43.231985800000|,|171.714452500000|,|[SL]|,|Climb the high scoop|
|2731|,|Spittle Hill|,|Beware the Architects|,|V7|,|1|,|-43.233793400000|,|171.716131500000|,|[MP]|,|Tricky set up for a rad dyno to a massive sloper. Amazing exposed top out which is easier than it looks. If Age of Enlightenment gets two stars this has to get three :P|
|2732|,|Spittle Hill|,|Bim|,|V7|,|1|,|-43.231872500000|,|171.714208400000|,|[DT]|,|Climb the right leaning arete.|
|2733|,|Spittle Hill|,|Cry me a River|,|V7|,|1|,|-43.231669220000|,|171.714972900000|,|[TB]|,|Stem the long blank groove.|
|2734|,|Spittle Hill|,|Exile|,|V7|,|1|,|-43.232159700000|,|171.716493700000|,|[MP]|,|Crank usung two finger pockets|
|2735|,|Spittle Hill|,|Fatso goes Nutsoid|,|V7|,|1|,|-43.231671200000|,|171.715627300000|,|[MP]|,|Devious prow.|
|2736|,|Spittle Hill|,|High Five|,|V7|,|1|,|-43.231370200000|,|171.716407900000|,|[IV]|,|Hold crimp and jump to slopers.|
|2737|,|Spittle Hill|,|The Harder they Come|,|V6|,|2|,|-43.231303780000|,|171.716525900000|,||,|Climb slab via crimpy undercling.|
|2738|,|Spittle Hill|,|Satans Little Helper|,|V7|,|1|,|-43.231700490000|,|171.715061400000|,|[MP]|,|Little pocks and throw with dangerous drop off nearby.|
|2739|,|Spittle Hill|,|Smooth Operator|,|V7|,|1|,|-43.231942800000|,|171.715790900000|,|[MP]|,|Powerful  moves from under the prow and up.|
|2740|,|Spittle Hill|,|Take two|,|V7|,|1|,|-43.232013200000|,|171.716407900000|,|[MP]|,|Bad slopers and highstep.|
|2741|,|Spittle Hill|,|The Prophet|,|V7|,|1|,|-43.231102500000|,|171.716161000000|,|[MP]|,|Steep arete with big pocket.|
|2742|,|Spittle Hill|,|Tutankhamen|,|V7|,|1|,|-43.232921900000|,|171.717333200000|,|[MP]|,|Hard move to scopp then grovel.|
|2743|,|Spittle Hill|,|Vice Grip|,|V7|,|1|,|-43.232112800000|,|171.717491500000|,|[IV]|,|Arete clamping|
|2744|,|Spittle Hill|,|The Acid Test|,|V6|,|0|,|-43.231817700000|,|171.715466400000|,|[DT]|,|Dyno edges on yellow rock. Stays dry in the rain.|
|2745|,|Spittle Hill|,|Albatross|,|V6|,|0|,|-43.232449000000|,|171.717950100000|,|[AD]|,|Arete.|
|2746|,|Spittle Hill|,|Pogo|,|V6|,|2|,|-43.231194300000|,|171.715745300000|,|[DT,2001,Slab,Hopstart]|,|Climb the middle of the slab on boulder with crack running through one end.|
|2747|,|Spittle Hill|,|Brendan's Arete|,|V6|,|2|,|-43.231671200000|,|171.716796800000|,|[BP]|,|Slab and vague arete|
|2748|,|Spittle Hill|,|DJ Baracus|,|V6|,|0|,|-43.231565650000|,|171.713621000000|,|[MP]|,|Mantle.|
|2749|,|Spittle Hill|,|Easy Rider|,|V6|,|1|,|-43.230873800000|,|171.715935800000|,|[SC]|,|Move off edges to high slab.|
|2750|,|Spittle Hill|,|Nervous Twitch|,|V6|,|0|,|-43.231290100000|,|171.716783300000|,|[DT]|,|Hard move off small edges|
|2751|,|Spittle Hill|,|Even Cowboys Kill Aliens|,|V6|,|1|,|-43.231061500000|,|171.716348800000|,|[MP]|,|Slab.|
|2752|,|Spittle Hill|,|Ezmaralda|,|V6|,|1|,|-43.231286190000|,|171.716716300000|,|[DT]|,|Slab and pocket with tricky moves.|
|2753|,|Spittle Hill|,|Flex Capacitor|,|V6|,|1|,|-43.231933040000|,|171.714168200000|,|[MP]|,|Balance to scoop|
|2754|,|Spittle Hill|,|Fun Crusher Plus|,|V6|,|0|,|-43.231520700000|,|171.717158800000|,|[DT]|,|Mantle|
|2755|,|Spittle Hill|,|Fat Slapper|,|V7|,|1|,|-43.231383900000|,|171.717239300000|,|[DJ]|,|Long dyno or slap to sloper|
|2756|,|Spittle Hill|,|Halloween|,|V6|,|1|,|-43.232300400000|,|171.718124500000|,|[John McCallum,1988]|,|Hop to pocket|
|2757|,|Spittle Hill|,|Highway|,|V6|,|1|,|-43.232120600000|,|171.715965200000|,|[DT]|,|Pocket then highball|
|2758|,|Spittle Hill|,|Face with one edge|,|V7|,|1|,|-43.231432760000|,|171.713476200000|,|[DT]|,|Like the description says. Use magic to climb.|
|2759|,|Spittle Hill|,|Ingenuity|,|V6|,|1|,|-43.231573460000|,|171.715125700000|,|[MP]|,|Climb the scoop to slab|
|2760|,|Spittle Hill|,|The Letterbox|,|V5|,|2|,|-43.231553920000|,|171.715654100000|,||,|Classic Cranking|
|2761|,|Spittle Hill|,|The Letterbox Sit|,|V7|,|1|,|-43.231553900000|,|171.715737200000|,|[DT]|,|Impossible looking sit start leads to the wrong hand in the letterbox.|
|2762|,|Spittle Hill|,|Silent Earth|,|V6|,|1|,|-43.232462600000|,|171.716541900000|,|[MP]|,|Pockets then Slab|
|2763|,|Spittle Hill|,|Skin and Bone|,|V6|,|0|,|-43.231727800000|,|171.716627800000|,|[DJ]|,|One move sit start to lip.|
|2764|,|Spittle Hill|,|The Avenger|,|V6|,|1|,|-43.230903200000|,|171.716708300000|,|[MP]|,|Jump to good edge and mantle.|
|2765|,|Spittle Hill|,|The Magic Potion|,|V6|,|1|,|-43.231808000000|,|171.715616600000|,|[MP]|,|Start on left hand undercling and right hand sidepull and do hard move to slopey crimp.|
|2766|,|Spittle Hill|,|The Last Dixie|,|V6|,|0|,|-43.231710300000|,|171.713481500000|,|[AD,2001]|,|Hop to flatty and press|
|2767|,|Spittle Hill|,|The Vigil|,|V6|,|0|,|-43.231688800000|,|171.714769000000|,|[MP]|,|Crank on edge and pock to start|
|2768|,|Flock Hill|,|Naphtha|,|V7|,|0|,|-43.184921733745|,|171.747432947160|,|[ZO,Sketch]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2769|,|Spittle Hill|,|Earthquake (Quake ss)|,|V7|,|1|,|-43.232343400000|,|171.718123100000|,|[OC]|,|Sit-start on the rail to the left under quake, head up and right to finish up quake|
|2770|,|Flock Hill|,|Glacial Fluvial|,|V4|,|2|,|-43.181205734880|,|171.748538017270|,|[Pockets,Highball]|,|The two runnels with copious amounts of Pockets (theres a bolt in between the two runnels at about half height). Top out left. Get down the same way.|
|2771|,|Flock Hill|,|Marsupial Hunt|,|V3|,|1|,|-43.184215711366|,|171.748717725280|,|[Highball]|,|The Tall feature with pocs to start and double aretes up high|
|2772|,|Flock Hill|,|Sage Arete|,|V7|,|2|,|-43.185526051125|,|171.745952367780|,||,|Sit start compression, squeeze and cut loose around left arete to top out Captain Hook|
|2774|,|Flock Hill|,|Slab Dyno|,|V?|,|0|,|-43.184724204761|,|171.746794581410|,||,|As enticing as the name sounds, its actually surprisingly good. Pull on in wide compression with tiny feet, dyno up to dish and top out via runnel|
|2776|,|Flock Hill|,|Shucky Ducky|,|V7|,|2|,|-43.185154500000|,|171.747736000000|,||,|Establish on underclings on vertical wall, reach straight up to crack then top.|
|2777|,|Flock Hill|,|Pagoda|,|V4|,|1|,|-43.181305483067|,|171.748328804970|,|[Compression,Sitstart,Jugs]|,|Sit Start left then head rightwards via small compression. Hit jug then awkward topout|
|2778|,|Spittle Hill|,|Street Fighter|,|V8|,|1|,|-43.231993600000|,|171.715104300000|,|[DT,2015,Dyno,Pockets]|,|Pull on with good pocket in left hand and bad dish in right. Dyno to good pocket, then again to huge pocket. Down climb route to the left unless you are feeling very brave.|
|2779|,|Flock Hill|,|Sneaky Six|,|V6|,|0|,|-43.186652500000|,|171.747175500000|,|[PA,Compression]|,|Sit start and do some compression|
|2780|,|Spittle Hill|,|More Crafty|,|V4|,|2|,|-43.231141600000|,|171.716131600000|,|[Midgets,Friendly,Corner]|,|Vague corner with a tricky start and easy topout.|
|2782|,|Quantum Field|,|Nefarious|,|V7|,|0|,|-43.230326600000|,|171.714129300000|,|[DT,2003]|,|Hop to the crimp|
|2783|,|Spittle Hill|,|Ballad of a Thin Man|,|V1?|,|0|,|-43.233398700000|,|171.716461500000|,|[Project,Dyno,Morpho,double clutch]|,|Grab crimps and do huge double clutch dyno to slot edge and jug.|
|2784|,|Quantum Field|,|Silly Kitten|,|V5|,|2|,|-43.229330000000|,|171.716174500000|,|[TB,2005,Highball,LuckyChance]|,|The very high groove. Crux is the slippery runnel right at the top.|
|2785|,|Quantum Field|,|The Deceitful Reindeer|,|V4|,|1|,|-43.230004200000|,|171.715509300000|,|[TB,2005,Highball,LuckyChance,E9]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2786|,|Flock Hill|,|Kiss the Sky (Low)|,|V13|,|2|,|-43.184667488400|,|171.746645718810|,|[JW,2015,Dyno,Compression,Morpho,Span]|,|And while I'm more likely to leave a hair-loss clinic than a shampoo commercial these days, I did manage to punt off the heartbreaker move on Kiss the Sky low, 8B. FA'd by monster-beast James Webb.|
|2787|,|Quantum Field|,|King of Swing|,|V11|,|2|,|-43.229834200000|,|171.715237100000|,|[JW,2015,Dyno,Unrepeated,Highball]|,|Start in the big pod, Dyno to jug then top as for Ode to Joy.|
|2788|,|Quantum Field|,|Crazy Slopers|,|V1?|,|2|,|-43.227946300000|,|171.715611200000|,|[Project,Mantle,Compression,Slopers]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2789|,|Quantum Field|,|Sidepull and up|,|V1?|,|1|,|-43.230486900000|,|171.714680500000|,|[Project]|,|Looks like you may be able to reach, but you can't. So mantle the sidepull it is.|
|2790|,|Quantum Field|,|Crimpy divots|,|V1?|,|0|,|-43.228474000000|,|171.715989400000|,|[Project]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2791|,|Quantum Field|,|Mono to jug to groove|,|V1?|,|3|,|-43.230615900000|,|171.714243300000|,|[Project,Mono,badlanding]|,|One of toby's projects|
|2792|,|Quantum Field|,|Toby's Crazy High One|,|V1?|,|3|,|-43.228925400000|,|171.715485200000|,|[Project,Smears,crazy]|,|Feet above your head|
|2793|,|Quantum Field|,|Face with some pockets|,|V1?|,|0|,|-43.229167800000|,|171.716075200000|,|[Project]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2794|,|Quantum Field|,|Rumplestiltskin|,|V11|,|1|,|-43.228470100000|,|171.714404200000|,|[DT,2003,Crimpers,forbiddenzone]|,|In the fenced off zone, so officially out of bounds.|
|2795|,|Quantum Field|,|Headbanger|,|V11|,|0|,|-43.228700700000|,|171.714484700000|,|[TC,2004,Slopers,Pockets,forbiddenzone]|,|In the fenced off zone, so officially out of bounds.|
|2796|,|Quantum Field|,|Fade Away Sit Start|,|V10|,|2|,|-43.228391900000|,|171.714597300000|,|[IV,2002,Slopers,Oldschoolcool]|,|In the fenced off zone, so officially out of bounds.|
|2797|,|Quantum Field|,|Restoration|,|V10|,|1|,|-43.228577500000|,|171.714562500000|,|[DT,2001,Crimpers,Pockets,Rockover]|,|In the fenced off zone, so officially out of bounds.|
|2798|,|Quantum Field|,|Single move compression|,|V1?|,|2|,|-43.227872031475|,|171.716659963130|,|[Project,Compression,Span,V13]|,|Project for bigger and stronger folk.|
|2799|,|Spittle Hill|,|The line between pleasure and pain|,|V6|,|1|,|-43.232273100000|,|171.717596100000|,|[DT,2015,Pockets,surelythishasbeendone]|,|Start off the rock and go right. Quite a good move with bad feet.|
|2800|,|Spittle Hill|,|Moister Than Most|,|V5|,|1|,|-43.232294600000|,|171.717569200000|,|[MW,1999,Pockets]|,|Start on rock and go right.|
|2801|,|Spittle Hill|,|Pillar of the earth|,|V2|,|2|,|-43.232157800000|,|171.717478000000|,|[Jugs,Friendly]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2802|,|Quantum Field|,|Hot Spots|,|V4|,|3|,|-43.227891600000|,|171.715825800000|,|[Highball]|,|Womble up the slab to the nicest hold in the basin, top out via the groove.|
|2803|,|Prebble Hill (aka Teapot)|,|Pipe and Slippers|,|V6|,|2|,|-43.212373998357|,|171.753078997140|,|[DS,2014]|,|Sit start under ledge, mount ledge and pull up pockets on face.|
|2804|,|Cave Stream|,|Akupara|,|V5|,|1|,|-43.198109747656|,|171.743451207880|,||,|Ascend tricky slab via edges and underclings.|
|2807|,|Prebble Hill (aka Teapot)|,|Anarchy|,|V1?|,|2|,|-43.211853678218|,|171.752553270430|,|[Project]|,|first move is an unlikely campus from a bad slopey poc. This will be totally nails. mega drag strength required. starts on a stack of cheat stones under roof.|
|2808|,|Quantum Field|,|Bogeyman|,|V7|,|1|,|-43.228454400000|,|171.713440000000|,|[MP]|,|Radical moves on short shady face.|
|2809|,|Flock Hill|,|Firsthand|,|V2|,|0|,|-43.184256782143|,|171.748727113010|,|[WH,2015,Mantle,Slopers,Dirty]|,|Start low on the obvious sloper and slap your way up the right trending rail, gain poc and edge and mantle through the moss.|
|2810|,|Quantum Field|,|Cleft Arete|,|V3|,|0|,|-43.229625100000|,|171.716822200000|,|[?,?]|,|Close to the fence along the bottom fenceline towards dark castle in a small group of boulders.|
|2812|,|Quantum Field|,|Weevil|,|V7|,|1|,|-43.229646600000|,|171.716800800000|,|[WH,2016]|,|In the middle of the cleft boulder. Start with left undercling and right sidepull. Huge first move up to small hold and then another big move to the lip. Mantle to exit. Watch for bugs and moss.|
|2813|,|Flock Hill|,|The just too dirty and hard warm up|,|V4|,|0|,|-43.185350000000|,|171.747945200000|,||,|Sit start on positive edges in the heuco features, Slap to the lip and then mantle over with good(dish) holds and up the groove|
|2814|,|Flock Hill|,|The Calamity Project|,|V1?|,|1|,|-43.185864388016|,|171.745808869600|,|[Project,Pockets,Morpho,Undercling,Edges,reach,ming]|,|The short wall opposite elevation. Undercling right hand and reach poor hold, stab edge and jump for jug.|
|2815|,|Flock Hill|,|Hyphy Mud|,|V6|,|1|,|-43.184166817547|,|171.749298423530|,|[IB,2016,Slopers,Campus,Doom]|,|Start sitting on the rock and campus up to sloper then to good pocket.|
|2816|,|Flock Hill|,|Odd Future|,|V5|,|0|,|-43.185336346960|,|171.748111546040|,|[JA,2016,Sitstart]|,|Sit start on incut pinches down super low, throw up right to the start holds of "Just too dirty and hard for a warm up"|
|2817|,|Flock Hill|,|The Quibbler|,|V6|,|1|,|-43.185385239843|,|171.747642159460|,|[Campus]|,|Start matched on good sloper, Campus up left hand then swing a left toe hook in the jug. A bit of ol' fashioned slappy, slappy, pulley, pulley will see you through the pockets to the top.|
|2818|,|Flock Hill|,|M#@&%*%f!@$#&^% Pterodactyl (Sit Start)|,|V1?|,|2|,|-43.187487596732|,|171.748021692040|,|[Project]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2819|,|Flock Hill|,|Death Row|,|V4|,|0|,|-43.181379800000|,|171.748905500000|,|[JA,2016,Pockets,Scary]|,|Quite obscure to find. Walk to the edge of the scarp next to a large boulder with a giant bolt at eye level. From here you can drop down onto another ledge on the scarp. Climb the sharp pockets back up to ground level. The left and shorter line of brushed pockets.|
|2820|,|Prebble Hill (aka Teapot)|,|East Flatbush Project|,|V5|,|0|,|-43.211314460647|,|171.753089725970|,|[JA,2016,Sitstart]|,|Start with left on the big blocky pinch, right on the good dish side pull (Foothold for Powder Day) slap right hand up through a series of good dishes, heel hand match the mantle over to good sloper.|
|2821|,|Prebble Hill (aka Teapot)|,|Cadillac Desert|,|V5|,|1|,|-43.211312505764|,|171.753108501430|,|[RF,2008]|,|Jerry start large pocket up to slopey pinches. Confused this problem with MP's Powder Day so location data is wrong because JRad decided to enter it for me. Problem is further south of where it is marked.|
|2822|,|Prebble Hill (aka Teapot)|,|Business Socks|,|V5|,|0|,|-43.212370088657|,|171.754613220690|,|[MP,2008]|,|Start with Right on the weird pinch/pocket and left on good side pull down low. Pull on and throw left to shallow dish then straight up to the jug|
|2823|,|Prebble Hill (aka Teapot)|,|Moon Walker|,|V5|,|0|,|-43.210878520046|,|171.753151416780|,|[MP,Morpho]|,|Start on the ramp right of the boulder and step across to good footholds. Small lunge left to a good jug followed by a big driveby move to the lip.|
|2824|,|Flock Hill|,|The Secret Society of Villains|,|V1?|,|3|,|-43.186222300000|,|171.746268900000|,|[Project,Crimpers,jointpain]|,|Face with a few micro crimps. Has a great sit start also that adds a V8 ish start to the problem.|
|2825|,|Flock Hill|,|The Runnels|,|V3|,|0|,|-43.185088000000|,|171.747234500000|,|[Pockets,Runnel]|,|Classic warm up wall of runnels.|
|2826|,|Spittle Hill|,|The Element|,|V5|,|1|,|-43.231417100000|,|171.715346000000|,||,|Nice moves, nice holds. Start matching in pic on steep face|
|2827|,|Quantum Field|,|Nyabingi|,|V4|,|2|,|-43.229556300000|,|171.714623100000|,||,|Big move from pocs then brave short blank slab|
|2828|,|Flock Hill|,|Light-Modulated Cell Adhesion|,|V8|,|1|,|-43.185148600000|,|171.747678400000|,|[DT,2016,Slopers,Smears]|,|Start on good left sloper and bad right hand one. pull up and move left to slopey pinch and then again to jug slot.|
|2833|,|Flock Hill|,|Spin|,|V5|,|1|,|-43.186337700000|,|171.745842400000|,|[DT,2016,Dyno,Slopers,Span,Jugs]|,|Sit start on the huge jugs to the right of Axis roof, span out left. Right heel hook to gain sloper sidepull and lurch out left to jug.|
|2834|,|Flock Hill|,|Mister Mind|,|V8|,|2|,|-43.186022800000|,|171.746078400000|,|[DT,2016,Pockets,Sitstart,Pinch,Doom]|,|Dark wall on the ledge on the Monster Society boulder. Sit start to the left and climb wall via good pocket and slopey edge, pinch. Long moves at the top. Scary, hard to tell if it is possible to fall off the ledge.|
|2835|,|Flock Hill|,|Span off sidepull|,|V1?|,|1|,|-43.185312878363|,|171.746365427970|,|[Project,Morpho,Span]|,g
|2836|,|Flock Hill|,|Steep prow|,|V1?|,|0|,|-43.185373500000|,|171.746314500000|,|[Project,Steep]|,|Kinda need to find one more hold to fight the barndoor. Did from a standing start at around V6.|
|2837|,|Flock Hill|,|Face.|,|V1?|,|2|,|-43.186192900000|,|171.746212500000|,|[Project,Slopers,Face]|,|Needs a clean on a rope. Balance up to good side pull and then slopers.|
|2838|,|Flock Hill|,|Through the Gap|,|V1?|,|0|,|-43.186183200000|,|171.746314500000|,|[Project]|,|Start to the right and climb through gap and up via scary moves.|
|2840|,|Flock Hill|,|F14 Tomcat|,|V9|,|1|,|-43.182576769213|,|171.746620237830|,|[DT,2016,Compression,Slopers,Heels]|,|The prow left of afterburner. Starts on big right hand pinch and left hand on three finger divot out left. A few slaps on slopers to jug top out.|
|2841|,|Flock Hill|,|Dyno right of Afterburner|,|V1?|,|0|,|-43.182584592430|,|171.746711432930|,|[Project,Dyno,Crimpers]|,|Big dyno from small crimp and low pocket to a large dish.|
|2849|,|Flock Hill|,|Linguistic Assassin|,|V5|,|2|,|-43.182760614557|,|171.747604608540|,|[JA,2016,Compression,Unrepeated,Slopers,Highball,Rad]|,|Rad moves up the steep compression prow right of the bushes|
|2850|,|Flock Hill|,|Oom the Mighty|,|V4|,|0|,|-43.186030600000|,|171.746124000000|,|[JA,2016,Sketchy]|,|Start on sweet slot crimp and sloper, crank up and left to a good slot and big bowl hold. Mantle up and then either bail left through the cross gully or mantle straight over the top|
|2851|,|Flock Hill|,|Mr Who|,|V?|,|0|,|-43.186032600000|,|171.746057000000|,|[Project,Highball,Slab]|,g
|2852|,|Flock Hill|,|Arabian Prince|,|V6|,|0|,|-43.187730100000|,|171.747938500000|,|[JA,2016,Compression,Morpho,Sitstart]|,|Small prow just left of How Big is Blue. Sit stat on alright crimp for right and small incut crimp for left. Slap, Slap, Slap, Slap, Grovel.|
|2853|,|Flock Hill|,|Elmer Fudd|,|V1?|,|3|,|-43.186183166145|,|171.747945249080|,|[Project,Mantle,Scoop]|,|Climbs arching wall right of Porky to a crazy lip encounter.|
|2854|,|Flock Hill|,|All Star|,|V15|,|3|,|-43.186005200000|,|171.748057900000|,|[Project,Pockets,Pinch,ommph,3starV14+]|,|Cool wall starting crossed on pocket and left on edge I reckon. All cleaned.|
|2855|,|Flock Hill|,|The Lawnmower project|,|V1?|,|1|,|-43.186015000000|,|171.748165200000|,|[Project,Dyno,Slopers,hardstart]|,|Hard start is an understatement.|
|2856|,|Flock Hill|,|Arete|,|V1?|,|2|,|-43.186494100000|,|171.748945700000|,|[Project]|,|Needs a clean on a rope.|
|2858|,|Flock Hill|,|King Line Hunter|,|V1?|,|3|,|-43.186889200000|,|171.749173700000|,|[Project,Slopers,Gaston,Sidepull,3starV14+]|,|This king line was all washed. Needs a serious re-clean and Adam Ondra.|
|2859|,|Flock Hill|,|Left of old school climb|,|V1?|,|3|,|-43.185338302676|,|171.748996675010|,|[Project,Pockets,Rad,Slab]|,|Climbs to the left of the climb, pretty easy to get up high but hard to finish off. Seems like it should have been climbed.|
|2860|,|Flock Hill|,|Right of that steep climb|,|V1?|,|3|,|-43.185346100000|,|171.748910800000|,|[Project,Highball]|,|Start on the V7 to the left on the jugs and head up and right. Was washed a couple of years back.|
|2861|,|Flock Hill|,|Sideways|,|V1?|,|0|,|-43.186271200000|,|171.749106600000|,|[Project,Dyno,Partytrick]|,|Party trick. Seems easy but is not for some reason. Probably weakness.|
|2862|,|Flock Hill|,|Monster Midget|,|V5|,|1|,|-43.185995400000|,|171.746166900000|,|[DT,2016,Sitstart,Arkward]|,|Odd sit start on the rocks and make your way to the left and finish up the groove. Groovy.|
|2863|,|Flock Hill|,|Sneaky First|,|V1?|,|1|,|-43.184857200000|,|171.748409300000|,|[Project,Slopers,Rockover]|,|Sit Start into hard font like problem.|
|2865|,|Flock Hill|,|Dumb Waiter|,|V9|,|2|,|-43.186617300000|,|171.748106200000|,|[DT,2017,Dyno]|,|Old project of Gomez's. Spastic dyno.|
|2867|,|Flock Hill|,|Hey Mama!|,|V3|,|1|,|-43.186460900000|,|171.748403900000|,|[ES,2016,Slopers,lowball]|,|Sit-start traverse along on rad slopers, good feet, pop to jug top out.|
|2868|,|Flock Hill|,|Get Down|,|V3|,|1|,|-43.185925000000|,|171.746354700000|,|[ES,2016,Crimpers,Friendly,lowball]|,|Lower than low. One move wonder to jug topout.|
|2871|,|Quantum Field|,|Dropout|,|V8|,|1|,|-43.230213600000|,|171.713554300000|,|[DT,2002,Sitstart]|,|Sit start matched in jug, move up to dish and throw for jug. Map 5 Prob 11|
|2880|,|Cave Stream|,|John Allen Arete|,|V4|,|2|,|-43.196105525274|,|171.744965314870|,|[John Allan]|,|Big moves on arete right of babyfood|
|2881|,|Cave Stream|,|Babyfood|,|V3|,|2|,|-43.196091837675|,|171.744887530800|,|[Higball,Polished]|,|Tricky groove. Polished to hell from abseilers.|
|2888|,|Flock Hill|,|Modern-Day Mountaineering|,|V4|,|0|,|-43.185107500000|,|171.747301500000|,|[Crimpers]|,|Blunt arete with a few sharp edges down low. Top out through the vegetation. Right of the runnels, and the big tall compression rig.|
|2890|,|Flock Hill|,|Secret Span|,|V1?|,|0|,|-43.184450401152|,|171.744919717310|,|[Morpho,Sitstart]|,|Short wall with spans and a jump.|
|2892|,|Flock Hill|,|Remembrance of Things Past|,|V8|,|1|,|-43.185909400000|,|171.746405700000|,|[DT,2009,Dyno,Pockets,Traverse]|,|Climb pockets and do small dyno. Then travers left off the climb.|
|2901|,|Flock Hill|,|Southern Lambscaping|,|V3|,|0|,|-43.184008401305|,|171.747699826960|,|[ZO,2016]|,|Tricky Pull on followed by small hop to the lip|
|2902|,|Flock Hill|,|Southern Pining|,|V4|,|1|,|-43.184022091614|,|171.747746765610|,|[ZO,2016,Prow]|,|Small prow just right of Southern Lambscaping. Pull on with pocket for right and grippy crozzle rock for left. Cool compression moves|
|2905|,|Flock Hill|,|Supreme Hustle|,|V4|,|1|,|-43.184031870404|,|171.748511195180|,|[JA,2016,Pockets,Jugs]|,|Start on the side pull jug out right, Tricky pull on (No Dabbing) then reach out left to alright slopers and jugs. Match in then stand up to jug out left.|
|2906|,|Flock Hill|,|The DaVinci Code|,|V5|,|1|,|-43.184061206765|,|171.747781634330|,||,|Cool slab climb up the slopey dishes to a tricky top out by the bush|
|2909|,|Flock Hill|,|Runnel Magic|,|V1?|,|3|,|-43.183544884754|,|171.746908575300|,|[Project,Highball,Runnel,Jugs,3starV14+]|,|The cool looking but crazy hard runnels (left climb in picture).|
|2910|,|Flock Hill|,|Mantle Magic|,|V1?|,|2|,|-43.183540973207|,|171.746854931120|,|[Project,Mantle,Slopers,Steep]|,g
|2911|,|Flock Hill|,|Double Gaston|,|V1?|,|1|,|-43.183243694897|,|171.747069507840|,|[Project,Gaston,Sidepull]|,|Start on the double gastons and crush up to what looks like a jug.|
|2913|,|Flock Hill|,|Right Crimper Dyno|,|V1?|,|0|,|-43.183548796300|,|171.746954172850|,|[Project,Dyno,Crimpers]|,|Big feet and one good crimp for right hand. Swing and launch up and left to jug.|
|2914|,|Flock Hill|,|Terminal Frost|,|V5|,|0|,|-43.184121835199|,|171.748654693370|,|[PA,DT,2016,Highball]|,|Start on opposing sidepulls on arete, big move up and left then follow ledges up and left to top out via sharp poc. Quite an adventure.|
|2915|,|Flock Hill|,|Ishmael|,|V1?|,|2|,|-43.183982976438|,|171.748540699480|,|[Project,Stonestack,highstart]|,|Project with a high start and a few hard moves.|
|2918|,|Spittle Hill|,|the Messiah Project|,|V1?|,|2|,|-43.233279500000|,|171.716619700000|,|[Project,Pockets,Sitstart]|,|Sit start the cool steep face on rad pockets.|
